 PNAME , OPRNAME , UTLSRVNM ,BANAME, LAT , LON , PLPRMFL , PLFUELCT , CAPFAC , NAMEPCAP 
Cromby,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",40.1531,-75.5294,BIT,COAL,,420.2
Croydon Generating Station,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",40.08,-74.8917,DFO,OIL,0.007,546.4
Cumberland County PA LFG Recovery,Pennsylvania Electric Co,Talen Renewable Energy,"PJM Interconnection, LLC",40.1356,-77.5072,LFG,BIOMASS,0.714,6.4
Dart Container Corp,PPL Electric Utilities Corp,Dart Container Corp,"PJM Interconnection, LLC",40.086463,-76.17603,LFG,BIOMASS,0.611,11.2
Delaware Generating Station,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",39.968021,-75.125203,DFO,OIL,0.001,392.1
"Domtar Paper Company, LLC",West Penn Power Company,Domtar LLC,"PJM Interconnection, LLC",41.491466,-78.675759,BLQ,BIOMASS,0.593,54
"Dynegy Fayette II, LLC",Allegheny Electric Coop Inc,Duke Energy Commercial Asset Management,"PJM Interconnection, LLC",39.8592,-79.9182,NG,GAS,0.791,644.1
East Campus Steam Plant,Penn State University,Penn State University,"PJM Interconnection, LLC",40.809167,-77.8475,NG,GAS,0.912,7
Ebensburg Power Company,Pennsylvania Electric Co,Ebensburg Power Co,"PJM Interconnection, LLC",40.455,-78.7472,WC,COAL,0.719,57.6
Eddystone Generating Station,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",39.858,-75.323,DFO,OIL,0.005,1568.8
Elrama Power Plant,Duquesne Light Co,NRG Power Midwest LP,"PJM Interconnection, LLC",40.251829,-79.918022,DFO,OIL, -   ,510
Erie Coke,Pennsylvania Electric Co,Erie Coke Corp,"PJM Interconnection, LLC",42.143919,-80.069581,COG,COAL,0.046,2.5
Evergreen Community Power,FirstEnergy Co,"Evergreen Community Power, LLC","PJM Interconnection, LLC",40.325556,-75.922778,WDS,BIOMASS,0.349,33
F R Phillips,,NRG Power Midwest LP,,40.575833,-80.228611,BIT,COAL,,410
"Fairless Energy, LLC",PECO Energy Co,Fairless Energy LLC,"PJM Interconnection, LLC",40.1475,-74.7411,NG,GAS,0.597,1338
Fairless Hills Generating Station,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",40.1405,-74.7506,OG,OFSL,0.471,60
Falling Spring,Borough of Chambersburg,Borough of Chambersburg,"PJM Interconnection, LLC",39.9389,-77.6583,NG,GAS,0.03,7.2
Falls,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",40.176486,-74.789976,DFO,OIL,0.002,63.6
FirstEnergy Allegheny Hydro Partners Ltd,West Penn Power Company,Allegheny Energy Supply Co LLC,"PJM Interconnection, LLC",40.682875,-79.665298,WAT,HYDRO,0.046,9.2
FirstEnergy Lake Lynn Power Station,West Penn Power Company,Allegheny Energy Supply Co LLC,"PJM Interconnection, LLC",39.720278,-79.856111,WAT,HYDRO,0.043,51.2
FirstEnergy Seneca,Pennsylvania Electric Co,Seneca Generation LLC,"PJM Interconnection, LLC",41.8389,-79.0056,WAT,HYDRO, -   ,469
FirstEnergy Springdale Power Station,West Penn Power Co,Allegheny Energy Supply Co LLC,"PJM Interconnection, LLC",40.544167,-79.767222,,,,215.3
Florey Knobb,Pennsylvania Electric Co,Florey Knob LLC,"PJM Interconnection, LLC",41.599444,-76.009167,NG,GAS,,22
Forward Windpower LLC,Pennsylvania Electric Co,Edison Mission Energy,"PJM Interconnection, LLC",40.0853,-78.8633,WND,WIND,0.241,29.4
FPL E Somerset Windpower LLC,Pennsylvania Electric Co,Somerset Windpower  LLC,"PJM Interconnection, LLC",39.979167,-79.012778,WND,WIND,0.113,9
Frey Farm Landfill,PPL Electric Utilities Corp,Talen Renewable Energy,"PJM Interconnection, LLC",39.9589,-76.4442,LFG,BIOMASS,0.521,3.2
General Electric Diesel Engine Plant,Pennsylvania Power Co,General Electric Co,"PJM Interconnection, LLC",41.1675,-80.1064,DFO,OIL,0.156,4.4
Gettysburg Energy & Nutrient Rec Facility,Metropolitan Edison Co,Gettysburg Energy and Nutrient Rec Facility LLC,"PJM Interconnection, LLC",39.950278,-77.125278,OBS,BIOMASS, -   ,3.3
Gilberton Power Company,Pennsylvania Power Co,Gilberton Power Co,"PJM Interconnection, LLC",40.7903,-76.1983,WC,COAL,0.803,88.4
Glades Pike Generation Plant,Pennsylvania Electric Co,State Correctnl Inst Laurel Highlands,"PJM Interconnection, LLC",40.00665,-79.041035,LFG,BIOMASS,0.3,6.5
GLRA Landfill,Metropolitan Edison Co,Talen Renewable Energy,"PJM Interconnection, LLC",40.3664,-76.4931,LFG,BIOMASS,0.567,3.2
Good Spring NGCC Facility,PPL Electric Utilities Corp,Future Power PA,"PJM Interconnection, LLC",40.623611,-76.461944,NG,GAS,,358
Grays Ferry Cogen Partnership,PECO Energy Co,Grays Ferry Cogen Partnership,"PJM Interconnection, LLC",39.942219,-75.188069,NG,GAS,0.541,192.6
"Green Gas - Pioneer Crossing Energy, LLC",Metropolitan Edison Co,"Green Gas Americas, Inc.","PJM Interconnection, LLC",40.275,-75.8167,LFG,BIOMASS,0.549,11.2
Green Knight Energy Center,Metropolitan Edison Co,Waste Management Inc,"PJM Interconnection, LLC",40.8592,-75.2627,LFG,BIOMASS,0.343,9.9
Green Mountain Wind Farm,"Somerset Rural Elec Coop, Inc",FPL Energy Pennsylvania Wind LLC,"PJM Interconnection, LLC",39.851389,-79.070556,WND,WIND,0.059,10.4
GSK York RDC Solar Facility,Metropolitan Edison Co,GlaxoSmithKline Consumer Healthcare L P,"PJM Interconnection, LLC",40.043856,-76.735474,SUN,SOLAR,0.133,2.6
Hamilton (PA),Metropolitan Edison Co,NRG REMA LLC,"PJM Interconnection, LLC",39.908732,-76.988454,DFO,OIL,0.008,19.6
Handsome Lake Energy,Pennsylvania Electric Co,Handsome Lake Energy LLC,"PJM Interconnection, LLC",41.2908,-79.8061,NG,GAS,0.051,294.5
Harrisburg Facility,PPL Electric Utilities Corp,Harrisburg Authority,"PJM Interconnection, LLC",40.244242,-76.853872,MSW,BIOMASS,0.413,32.3
Hatfield's Ferry Power Station,West Penn Power Co,Allegheny Energy Supply Co LLC,"PJM Interconnection, LLC",39.855556,-79.9275,BIT,COAL,,1728
Hazle Spindle,PPL Electric Utilities Corp,Beacon Power LLC,"PJM Interconnection, LLC",40.949536,-76.04739,MWH,OTHF,,20
Hazleton Generation,PPL Electric Utilities Corp,Hazleton Generation LLC,"PJM Interconnection, LLC",40.928161,-76.040929,NG,GAS,0.001,171.5
Highland North Wind Farm,Pennsylvania Electric Co,Everpower Wind Holdings Inc,"PJM Interconnection, LLC",40.319561,-78.680633,WND,WIND,0.321,75
Highland Wind Project (PA),FirstEnergy Co,Everpower Wind Holdings Inc,"PJM Interconnection, LLC",40.3042,-78.6908,WND,WIND,0.272,62.5
Homer City,West Penn Power Company,NRG Homer City Services LLC,"PJM Interconnection, LLC",40.512825,-79.196107,BIT,COAL,0.655,2012
Hop Bottom,Pennsylvania Electric Co,Hop Bottom Energy LLC,"PJM Interconnection, LLC",41.668056,-75.725,NG,GAS,,22
Hunlock Creek Energy Center,"UGI Utilities, Inc",UGI Development Co,"PJM Interconnection, LLC",41.200556,-76.07,NG,GAS,0.638,145.9
Hunlock Unit 4,West Penn Power Company,Allegheny Energy Supply Co LLC,"PJM Interconnection, LLC",41.2025,-76.068333,NG,GAS,0.015,44
Hunterstown,Metropolitan Edison Co,NRG REMA LLC,"PJM Interconnection, LLC",39.8662,-77.1648,DFO,OIL,0.008,60
Hunterstown Combined Cycle,Metropolitan Edison Co,NRG Wholesale Generation LP,"PJM Interconnection, LLC",39.8725,-77.1672,NG,GAS,0.487,898
Indiana University of Pennsylvania,Pennsylvania Electric Co,Indiana University of Penn,"PJM Interconnection, LLC",40.6144,-79.1594,NG,GAS,0.15,24.4
Jersey Shore Steel Co,PPL Electric Utilities Corp,Talen Renewable Energy,"PJM Interconnection, LLC",41.136389,-77.447222,LFG,BIOMASS,,1.6
Juniata Locomotive Shop,Pennsylvania Electric Co,Norfork Southern Corp,"PJM Interconnection, LLC",40.533299,-78.384125,BIT,COAL,0.203,4
Kelly,West Penn Power Company,Kelly Energy LLC,"PJM Interconnection, LLC",41.078611,-79.565,NG,GAS,,6.6
Keystone,Pennsylvania Electric Co,GenOn Northeast Management Company,"PJM Interconnection, LLC",40.6604,-79.3411,BIT,COAL,0.698,1884
Keystone Recovery,PPL Electric Utilities Corp,Keystone Recovery Inc,"PJM Interconnection, LLC",41.436308,-75.598437,LFG,BIOMASS,0.858,5.6
Keystone Solar,PPL Electric Utilities Corp,"Keystone Solar, LLC","PJM Interconnection, LLC",39.861111,-76.221111,SUN,SOLAR,0.184,5
Kimberly-Clark Tissue Company,PECO Energy Co,Kimberly-Clark Corp,"PJM Interconnection, LLC",39.843743,-75.358801,WC,COAL,0.508,67
Knouse Solar Project 1,Metropolitan Edison Co,Knouse Food Cooperative Inc,"PJM Interconnection, LLC",40.0264,-77.2344,SUN,SOLAR,0.161,3
L&S Sweetners,PPL Electric Utilities Corp,Granger Electric Co,"PJM Interconnection, LLC",40.090556,-76.145556,LFG,BIOMASS,0.78,3.2
Lakeview Gas Recovery,Pennsylvania Electric Co,WM Renewable Energy LLC,"PJM Interconnection, LLC",42.0786,-80.0708,LFG,BIOMASS,0.658,6
Lancaster County Resource Recovery,Metropolitan Edison Co,Covanta Lancaster Inc,"PJM Interconnection, LLC",40.0711,-76.6436,MSW,BIOMASS,0.687,35.7
Lanchester Generating Station,PPL Electric Utilities Corp,Granger Electric Co,"PJM Interconnection, LLC",40.1108,-75.9547,LFG,BIOMASS,0.425,3.2
Laurel Hill Wind,FirstEnergy Co,Laurel Wind Energy LLC,"PJM Interconnection, LLC",41.5323,-77.0296,WND,WIND,0.3,69
Liberty Electric Power Plant,PECO Energy Co,Liberty Electric Power LLC,"PJM Interconnection, LLC",39.8614,-75.3358,NG,GAS,0.698,614
Limerick,PECO Energy Co,Exelon Nuclear,"PJM Interconnection, LLC",40.224303,-75.58744,NUC,NUCLEAR,0.956,2277
Lincoln Financial Field,PECO Energy Co,NRG Energy Center Eagles LLC,"PJM Interconnection, LLC",39.900833,-75.1675,SUN,SOLAR,0.131,2.9
Locust Ridge,PPL Electric Utilities Corp,Iberdrola Renewables Inc,"PJM Interconnection, LLC",40.855,-76.1292,WND,WIND,0.315,26
Locust Ridge II LLC,PPL Electric Utilities Corp,Iberdrola Renewables Inc,"PJM Interconnection, LLC",40.8411,-76.1547,WND,WIND,0.249,102
Longwood Gardens,PECO Energy Co,Ecogy Pennsylvania Systems LLC,"PJM Interconnection, LLC",39.866667,-75.667777,SUN,SOLAR,0.18,1.3
Lookout Windpower LLC,Pennsylvania Electric Co,Edison Mission Energy,"PJM Interconnection, LLC",39.8794,-78.9183,WND,WIND,0.334,37.8
"Lower Mount Bethel Energy, LLC",PPL Electric Utilities Corp,Lower Mount Bethel Energy LLC,"PJM Interconnection, LLC",40.801924,-75.107563,NG,GAS,0.736,651.6
Lycoming County,PPL Electric Utilities Corp,Talen Renewable Energy,"PJM Interconnection, LLC",41.151111,-76.917777,LFG,BIOMASS,0.69,3.2
Mahoning Creek Hydroelectric Project,First Energy Solutions Corp.,Mahoning Creek Hydroelectric Company LLC,"PJM Interconnection, LLC",40.921111,-79.281667,WAT,HYDRO,0.31,6
Maidencreek Biomass Plant,Metropolitan Edison Co,Talen Renewable Energy,"PJM Interconnection, LLC",40.478056,-75.968055,WDS,BIOMASS,,5.2
Marlboro Mushrooms Solar Field,PECO Energy Co,Marlboro Mushroom,"PJM Interconnection, LLC",39.882778,-75.829444,SUN,SOLAR,0.192,1
Martin Limestone Solar Array,PPL Electric Utilities Corp,Sunstream Energy LLC,"PJM Interconnection, LLC",40.107778,-76.061667,SUN,SOLAR,0.175,1
"Martins Creek, LLC",PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",40.797762,-75.105416,RFO,OIL,0.09,2108
Masser Farms Realty Solar,PPL Electric Utilities Corp,Masser Farms Realty Ltd,"PJM Interconnection, LLC",40.640556,-76.605417,SUN,SOLAR,0.153,1
Mehoopany Wind Energy LLC,FirstEnergy Co,AE Power Services LLC,"PJM Interconnection, LLC",41.420556,-76.049167,WND,WIND,0.321,141
Merck & Company - West Point,PECO Energy Co,Merck & Co Inc-West Point,"PJM Interconnection, LLC",40.220453,-75.301645,NG,GAS,0.431,85.6
Meyersdale Windpower,PPL Electric Utilities Corp,FPL Energy Meyersdale Windpower LLC,"PJM Interconnection, LLC",39.790739,-79.002047,WND,WIND,0.33,30
MF Mesa Lane LLC,PECO Energy Co,MF Mesa Lane LLC,"PJM Interconnection, LLC",40.1483,-74.7772,SUN,SOLAR,0.141,3
Milan,Pennsylvania Electric Co,Milan Energy LLC,"PJM Interconnection, LLC",41.894444,-76.582778,NG,GAS,,22
Mill Run Windpower,Allegheny Electric Coop Inc,FPL Energy FPL E Mill Run WIndpower LLC,"PJM Interconnection, LLC",39.913408,-79.393644,WND,WIND,0.134,15
Mitchell Power Station,West Penn Power Co,Allegheny Energy Supply Co LLC,"PJM Interconnection, LLC",40.221111,-79.968333,BIT,COAL,,448.6
Modern Landfill Production Plant,Metropolitan Edison Co,Modern Power LLC,"PJM Interconnection, LLC",39.9578,-76.7408,LFG,BIOMASS,,9
"Montour, LLC",PPL Electric Utilities Corp,PPL Montour LLC,"PJM Interconnection, LLC",41.0714,-76.6672,BIT,COAL,0.445,1775.1
Morgantown Solar Park,PPL Electric Utilities Corp,The Hankin Group,"PJM Interconnection, LLC",40.152069,-75.865916,SUN,SOLAR,0.136,2
Moser Generating Station,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",40.2352,-75.6193,DFO,OIL,0.012,63.6
Mountain,Metropolitan Edison Co,NRG REMA LLC,"PJM Interconnection, LLC",40.122941,-77.172292,DFO,OIL,0.006,54
Mountain View,PPL Electric Utilities Corp,Industrial Power Generating Company LLC,"PJM Interconnection, LLC",39.8014,-77.7883,LFG,BIOMASS,0.112,14.4
Moxie Freedom Generation Plant,PPL Electric Utilities Corp,Moxie Freedom LLC,"PJM Interconnection, LLC",41.113056,-76.158056,NG,GAS,,1058
Mt. Carmel Cogeneration,PPL Electric Utilities Corp,Mount Carmel Cogen Inc,"PJM Interconnection, LLC",40.811189,-76.452951,WC,COAL,0.674,47.3
Muddy Run,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",39.8076,-76.2993,WAT,HYDRO, -   ,1072
New Castle,FirstEnergy Co,NRG Power Midwest LP,"PJM Interconnection, LLC",40.937939,-80.369007,BIT,COAL,0.081,424.4
Newman (PA),PECO Energy Co,Newman & Co Inc,"PJM Interconnection, LLC",40.013993,-75.05283,NG,GAS,0.786,1.8
"NextEra Energy Marcus Hook, LP",PECO Energy Co,FPL Energy Marcus Hook LP,"PJM Interconnection, LLC",39.807038,-75.421606,NG,GAS,0.695,836.1
NextEra Energy MH50,PECO Energy Co,FPL Energy MH50 LP,"PJM Interconnection, LLC",39.8103,-75.4281,NG,GAS,0.056,50.5
North Allegheny Windpower Project,Pennsylvania Electric Co,Duke Energy DEGS North Allegheny,"PJM Interconnection, LLC",40.4381,-78.5436,WND,WIND,0.261,70
Northampton Generating Plant,PPL Electric Utilities Corp,"EIF Northampton GP, LLC","PJM Interconnection, LLC",40.6917,-75.4792,WC,COAL,0.566,134.1
Northeastern Power Company,PPL Electric Utilities Corp,Northeastern Power Co,"PJM Interconnection, LLC",40.873399,-75.993494,WC,COAL,0.368,59
Norther Tier Landfill,Pennsylvania Electric Co,Talen Renewable Energy,"PJM Interconnection, LLC",41.7792,-76.6258,LFG,BIOMASS,0.747,1.6
Ontelaunee Energy Center,Metropolitan Edison Co,Ontelaunee Energy Center,"PJM Interconnection, LLC",40.4219,-75.9356,NG,GAS,0.393,728
Orchard Park,Borough of Chambersburg,Borough of Chambersburg,"PJM Interconnection, LLC",39.9109,-77.6667,NG,GAS,0.038,24
Orrtanna,Metropolitan Edison Co,NRG REMA LLC,"PJM Interconnection, LLC",39.8442,-77.3508,DFO,OIL,0.007,27
Oxbow Creek,FirstEnergy Co,Oxbow Creek Energy LLC,"PJM Interconnection, LLC",41.608611,-75.870556,NG,GAS,,22
P H Glatfelter Company,Metropolitan Edison Co,P H Glatfelter Co,"PJM Interconnection, LLC",39.870935,-76.868117,BLQ,BIOMASS,0.552,109.5
PA Solar Park,PPL Electric Utilities Corp,Consolidated Edison Development Inc.,"PJM Interconnection, LLC",40.860142,-75.852206,SUN,SOLAR,0.079,20
Panda Liberty Generation Plant,Pennsylvania Electric Co,Panda Liberty O&M LLC,"PJM Interconnection, LLC",41.7675,-76.39,NG,GAS,,870
Panda Patriot Generation Plant,PPL Electric Utilities Corp,Panda Patriot O&M LLC,"PJM Interconnection, LLC",41.180833,-76.839167,NG,GAS,,870
Panther Creek Energy Facility,First Energy Solutions Corp.,"Panther Creek Power Operating, LLC","PJM Interconnection, LLC",40.8556,-75.8781,WC,COAL,0.723,94
Patton Wind Farm,Pennsylvania Electric Co,Everpower Wind Holdings Inc,"PJM Interconnection, LLC",40.63067,-78.696078,WND,WIND,0.388,30
Paxton Creek Cogeneration,PPL Electric Utilities Corp,NRG Energy Center Paxton LLC,"PJM Interconnection, LLC",40.2733,-76.8844,NG,GAS,0.01,12.6
Peach Bottom,PECO Energy Co,Exelon Nuclear,"PJM Interconnection, LLC",39.758936,-76.268742,NUC,NUCLEAR,0.817,2621.8
PEI Power Corporation,PPL Electric Utilities Corp,PEI Power Corp,"PJM Interconnection, LLC",41.485,-75.5406,NG,GAS,0.249,92.9
Pennsbury,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",40.153128,-74.769146,LFG,BIOMASS,0.058,6
Philadelphia Refinery,PECO Energy Co,PES,"PJM Interconnection, LLC",39.9058,-75.2122,PRG,OTHF,0.263,30
Pickering Solar,PECO Energy Co,Aqua America Inc,"PJM Interconnection, LLC",40.120556,-75.488056,SUN,SOLAR,0.152,1.5
Pine Grove,PPL Electric Utilities Corp,Industrial Power Generating Company LLC,"PJM Interconnection, LLC",40.5553,-76.3886,LFG,BIOMASS,0.127,5.4
Piney,Pennsylvania Electric Co,BP Piney & Deep Creek LLC,"PJM Interconnection, LLC",41.192088,-79.433501,WAT,HYDRO,0.306,30
Piney Creek Power Plant,Pennsylvania Electric Co,Colmac Clarion Inc,"PJM Interconnection, LLC",41.1764,-79.4414,WC,COAL, -   ,36.2
Pocono Solar Project,PPL Electric Utilities Corp,Pocono International Raceway Inc,"PJM Interconnection, LLC",41.061022,-75.514924,SUN,SOLAR,0.149,3
Portland,FirstEnergy Co,NRG REMA LLC,"PJM Interconnection, LLC",40.910205,-75.079398,BIT,COAL,0.045,621
"PPG Industries, Inc. Works 6",FirstEnergy Co,"PPG Industries, Inc. Works 6","PJM Interconnection, LLC",40.126389,-77.164444,DFO,OIL,0.001,5
PPG Monroeville Chemicals Center,Duquesne Light Co,PPG Monroeville Chemicals Center,"PJM Interconnection, LLC",40.444444,-79.718056,DFO,OIL,,1.1
PPL Frey Farm Landfill Wind,PPL Electric Utilities Corp,Talen Renewable Energy,"PJM Interconnection, LLC",39.959167,-76.455555,WND,WIND,0.225,3.2
PPL Glendon LFGTE Plant,FirstEnergy Co,Talen Renewable Energy,"PJM Interconnection, LLC",40.667778,-75.232222,LFG,BIOMASS,0.54,4.8
PPL Holtwood,PPL Electric Utilities Corp,PPL Holtwood LLC,"PJM Interconnection, LLC",39.827198,-76.331772,WAT,HYDRO,0.402,247.3
PPL HW Wallenpaupack,PPL Electric Utilities Corp,PPL Holtwood LLC,"PJM Interconnection, LLC",41.467858,-75.130895,WAT,HYDRO,0.17,40
PPL Martin Creek LLC Allentown,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",40.608388,-75.45599,DFO,OIL,0.006,64
PPL Martins Creek LLC Fishbach,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",40.689064,-76.219639,DFO,OIL,0.005,37
PPL Martins Creek LLC Harrisburg,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",40.257865,-76.857897,DFO,OIL,0.003,64
PPL Martins Creek LLC Harwood,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",40.9353,-76.0284,DFO,OIL,0.006,32
PPL Martins Creek LLC Jenkins,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",41.282405,-75.816439,DFO,OIL,0.004,32
PPL Martins Creek LLC Lock Haven,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",41.1189,-77.4709,DFO,OIL,0.001,18.5
PPL Martins Creek LLC West Shore,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",40.1908,-76.94579,DFO,OIL,0.002,37
PPL Martins Creek LLC Williamsport,PPL Electric Utilities Corp,PPL Martins Creek LLC,"PJM Interconnection, LLC",41.2361,-77.00755,DFO,OIL,0.002,32
PPL Susquehanna,PPL Electric Utilities Corp,PPL Susquehanna LLC,"PJM Interconnection, LLC",41.0919,-76.1462,NUC,NUCLEAR,0.826,2596
Procter & Gamble Paper Products,Pennsylvania Electric Co,Procter & Gamble Ppr Prdts Co,"PJM Interconnection, LLC",41.574259,-76.043233,NG,GAS,0.833,120.2
PWD Northeast WPCP Biogas Cogen Plant,PECO Energy Co,Philadelphia Water Department,"PJM Interconnection, LLC",39.988611,-75.083333,OBG,BIOMASS,0.785,5.6
Red Glen,West Penn Power Company,Red Glen Energy LLC,"PJM Interconnection, LLC",40.265278,-80.268611,NG,GAS,,22
Richmond,PECO Energy Co,Exelon Power,"PJM Interconnection, LLC",39.984469,-75.075247,DFO,OIL,0.01,131.6
Robinson Power Company LLC,no name,Robinson Power Company LLC,"PJM Interconnection, LLC",40.409167,-80.298056,NG,GAS,,732.6
Romark PA Solar,Pennsylvania Power Co,Romark Logistics of PA Inc.,"PJM Interconnection, LLC",40.936111,-76.038888,SUN,SOLAR,0.137,1.8
Roundtop,FirstEnergy Co,Roundtop Energy LLC,"PJM Interconnection, LLC",41.657778,-76.049167,NG,GAS,,22
Safe Harbor,PPL Electric Utilities Corp,Safe Harbor,"PJM Interconnection, LLC",39.9244,-76.39,WAT,HYDRO,0.282,417.5
